300,100,8,2,0.2,0.001,1,272415613272816,0,798,57,01110101001001100011000110100000100011000100,0.74641449386223679418606025137705728
300,100,8,2,0.2,0.001,1,272415683629334,1,9998,149,10010000000010011011010111011111100000000101,0.84297900803208203335259440791560337
300,100,8,2,0.2,0.001,1,272415868689471,2,3797,87,01101001001000101101110111010000000010001101,0.72161263104448736260820851384778507
300,100,8,2,0.2,0.001,1,272415971430896,3,11998,169,01111001000000100000011000011001111111010111,0.81458393549747332151866885396884754
300,100,8,2,0.2,0.001,1,272416170211930,4,23798,287,10010111001000101010101001111001010110000000,0.63977785097644601641775352618424222
300,100,8,2,0.2,0.001,1,272416501655993,5,16998,219,01101100101111111011001001011101000001010001,0.7062122673585997656431345603778027
300,100,8,2,0.2,0.001,1,272416762228012,6,12797,177,01110110010110110111001000000110101110000001,0.90854373143749378449740561336511746
300,100,8,2,0.2,0.001,1,272416968523907,7,8997,139,01111010000000110001000111001101100101001011,0.89246495479916676529796859540510923
300,100,8,2,0.2,0.001,1,272417131551466,8,3297,82,10001101100101011100100111101110001100001000,0.8717306617632316623200949834426865
300,100,8,2,0.2,0.001,1,272417230282227,9,7697,126,01101010111100111010110111000010000110110110,0.74911944742967329080585159317706712
300,100,8,2,0.2,0.001,1,272417377009984,10,74,50,01110100110111111101110111000110000001001110,0.83192221566664081855435597390169278
300,100,8,2,0.2,0.001,1,272417438449927,11,998,59,01101110100011110001000111101111010000101001,0.83856542588344917810161405213875696
300,100,8,2,0.2,0.001,1,272417509022170,12,20997,259,10000000011101000011000111111000010010000010,0.9971199731995147308438731670321431
300,100,8,2,0.2,0.001,1,272417813717489,13,4498,94,01111101000100010110110110111001001100011000,0.83935329165824978936427669395925477
300,100,8,2,0.2,0.001,1,272417928911765,14,37,50,10001000001100100101000101111001000100100000,0.61160511407566164887583681775140576
300,100,8,2,0.2,0.001,1,272417990076065,15,18898,238,01101000100010000000101001001011011100000010,0.70656447146137357773199028088129126
300,100,8,2,0.2,0.001,1,272418289118990,16,13797,187,01101100001110001010001001011010111101110111,0.70683122377618945453292553793289699
300,100,8,2,0.2,0.001,1,272418507147711,17,16,50,10010011010011111110111000101101001001110111,0.77083855658764011131722782010911033
300,100,8,2,0.2,0.001,1,272418566091609,18,76,50,10001100000010100100100111100011001001011100,0.89769539014974886192987924005137756
300,100,8,2,0.2,0.001,1,272418624964505,19,8698,136,10001101101100100101101000110000100100001100,0.82664289768955545589790290250675753
