300,10,283473152881164,0,1731,223,01111101111111011100110111111111111100110001,0.99754414182848771819323019371950068
300,10,283473289233564,1,905,140,10000111101000011101111001000001100011111111,0.84739992927498208885594976891297847
300,10,283473392153042,2,1163,166,10000001111111111101111000000000110000111110,0.99754414182583817094496225763577968
300,10,283473483534003,3,761,126,01111110110011001001101000000110011100001101,0.99754414165993776641983004083158448
300,10,283473571296498,4,607,110,10000000000010000000000111110111111101110110,0.9975441415662229527328008771291934
300,10,283473641441583,5,1099,159,01111011001001111111110111110001100111111111,0.97851497288606581470560286106774583
300,10,283473695600234,6,964,146,10001011100011111111110111100000000000000000,0.89803059122134754055366556713124737
300,10,283473740709490,7,630,113,10000001011001111110000111111010010000101110,0.99754414179829142828026533607044257
300,10,283473775971773,8,893,139,10000000010011111110010111111000000100000010,0.99754414182286432755120131332660094
300,10,283527148918855,0,1542,204,01111110001001011011110111111101011000001010,0.99639615513549983916163910180330276
300,10,283527212150805,1,610,111,01111111000111000101110111111001000000010101,0.99621077871046104235119855729863048
300,10,283527246298773,2,1211,171,10000000110111000001111000000111010100000000,0.99746165501630401628574418282369152
300,10,283527297900343,3,991,149,10000001011101100100111000000101011101111011,0.99751393500108820333593939722049981
300,10,283527343130440,4,587,108,01111110011001100000001000000101001010100010,0.99611071512830218210865496075712144
300,10,283527376048495,5,1072,157,01111110010001000011101000000100000110101101,0.99752327606022406225605436702608131
300,10,283527424229325,6,748,124,10000000010010110011010111110111110101110110,0.99589648747420356222903592424700037
300,10,283527461815759,7,687,118,01111011011100111100001000001111100001110010,0.97726115203466690228850666244397871
300,10,283527497647088,8,895,139,01111101111100101100010111111101110011010111,0.9894834899296002239665881461405661
300,10,283527539896929,9,232,73,10000010101110110100111000010100111111010100,0.97144497233960735993463231352507137
300,10,283527562255169,10,66,56,01111001100100010011010111001101011111101111,0.89233360489498336765024077976704575
300,10,283527579814835,11,991,149,01111110000010111110110111111101001001101110,0.99452612762439629445765376658528112
300,10,283527624977864,12,577,107,01111111110111110101101000000111111110100110,0.99748328825961096733010435855248943
300,10,283527657466488,13,488,98,10000000101010101010111000000111010111000110,0.99594340718210405682953023642767221
300,10,283527687454559,14,227,72,01111110100011001011101000000101101101011110,0.99711886060422716404616494401125237
300,10,283527709501407,15,791,129,10000100000100001100101000010001101010100110,0.97821849418629036598815673642093316
300,10,283527748634908,16,437,93,01111111100011110001000111111000010010011100,0.99696582700153646428020692837890238
300,10,283527777065770,17,555,105,10000011001110111100100111101011110001001110,0.97822436055155659317961180931888521
300,10,283527809499146,18,359,85,10000001111100111111001000000010000111101001,0.99740909727125148798165810148930177
300,10,283527840363067,19,668,116,01111110011110101100000111111011101001101100,0.98575946740453246341928661422571167
